Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Annual Average Rainfall in mm,Year,,,,,Annual Average Temparature
Aus,Bogra ,52555,44430,,2007-08 ,,,,,
Aus,Chuadanga ,27555,19851,,2007-08 ,,,,,
Aus,Dinajpur ,25145,17608,,2007-08 ,,,,,
Aus,Gaibandha ,25,14,,2007-08 ,,,,,
Aus,Jessore ,86660,80571,,2007-08 ,,,,,
Aus,Jhalakathi ,51570,35671,,2007-08 ,,,,,
Aus,Jhenaidah ,42005,30906,,2007-08 ,,,,,
Aus,Joypurhat ,220,155,,2007-08 ,,,,,
Aus,Khulna ,13695,8060,,2007-08 ,,,,,
Aus,Khustia ,67255,38256,,2007-08 ,,,,,
Aus,Kurigram ,2340,1310,,2007-08 ,,,,,
Aus,Lalmonirhat ,0,0,,2007-08 ,,,,,
Aus,Magura ,8650,5490,,2007-08 ,,,,,
Aus,Meherpur ,9785,6720,,2007-08 ,,,,,
Aus,Narail ,18520,8803,,2007-08 ,,,,,
Aus,Natore ,22360,11419,,2007-08 ,,,,,
Aus,Nawabgonj ,102135,74924,,2007-08 ,,,,,
Aus,Nilphamari ,0,0,,2007-08 ,,,,,
Aus,Noagaon ,72605,65714,,2007-08 ,,,,,
Aus,Pabna ,45795,16038,,2007-08 ,,,,,
Aus,Panchagar ,0,0,,2007-08 ,,,,,
Aus,Patuakhali ,159430,85233,,2007-08 ,,,,,
Aus,Perojpur ,45310,26584,,2007-08 ,,,,,
Aus,Rajshahi ,105520,84331,,2007-08 ,,,,,
Aus,Rangpur ,0,0,,2007-08 ,,,,,
Aus,Satkhira ,3175,2955,,2007-08 ,,,,,
Aus,Sirajgonj ,4525,2932,,2007-08 ,,,,,
Aus,Thakurgaon ,0,0,,2007-08 ,,,,,
Aus,Bandarban ,20800,15636,,2008-09 ,,,,,
Aus,Barisal ,90050,49954,,2008-09 ,,,,,
Aus,Brahmanbaria ,10620,6211,,2008-09 ,,,,,
Aus,Chandpur ,31390,23942,,2008-09 ,,,,,
Aus,Chittagong ,103450,102177,,2008-09 ,,,,,
Aus,Comilla ,124460,99278,,2008-09 ,,,,,
Aus,Cox's Bazar ,1785,1871,,2008-09 ,,,,,
Aus,Dhaka ,2780,1492,,2008-09 ,,,,,
Aus,Faridpur ,35265,14034,,2008-09 ,,,,,
Aus,Feni ,34055,24654,,2008-09 ,,,,,
Aus,Gazipur ,6595,4199,,2008-09 ,,,,,
Aus,Gopalgonj ,10115,3829,,2008-09 ,,,,,
Aus,Hobigonj ,73555,62773,,2008-09 ,,,,,
Aus,Jamalpur ,3255,1412,,2008-09 ,,,,,
Aus,Khagrachari ,6440,4864,,2008-09 ,,,,,
Aus,Kishoregonj ,40460,33845,,2008-09 ,,,,,
Aus,Lakshmipur ,78770,49669,,2008-09 ,,,,,
Aus,Madaripur ,8535,3858,,2008-09 ,,,,,
Aus,Manikgonj ,1025,228,,2008-09 ,,,,,
Aus,Maulavibazar ,46570,37638,,2008-09 ,,,,,
Aus,Munshigonj ,3085,1319,,2008-09 ,,,,,
Aus,Mymenshing ,147495,106457,,2008-09 ,,,,,
Aus,Narayangonj ,2525,1591,,2008-09 ,,,,,
Aus,Narsingdi ,1050,530,,2008-09 ,,,,,
Aus,Netrokona ,10925,6613,,2008-09 ,,,,,
Aus,Noakhali ,100010,50873,,2008-09 ,,,,,
Aus,Rajbari ,11165,6460,,2008-09 ,,,,,
Aus,Rangamati ,16345,9965,,2008-09 ,,,,,
Aus,Shariatpur ,28740,12336,,2008-09 ,,,,,
Aus,Sherpur ,23860,15763,,2008-09 ,,,,,
Aus,Sunamgonj ,7925,4646,,2008-09 ,,,,,
Aus,Sylhet ,104500,74520,,2008-09 ,,,,,
Aus,Tangail ,2770,1163,,2008-09 ,,,,,
Aus,Bandarban ,18878,10690,,2009-10,,,,,
Aus,Barisal ,78403,49051,,2009-10,,,,,
Aus,Brahmanbaria ,7947,4455,,2009-10,,,,,
Aus,Chandpur ,29625,21373,,2009-10,,,,,
Aus,Chittagong ,104473,102418,,2009-10,,,,,
Aus,Comilla ,160828,137086,,2009-10,,,,,
Aus,Cox's Bazar ,1632,2209,,2009-10,,,,,
Aus,Dhaka ,2227,1353,,2009-10,,,,,
Aus,Faridpur ,32845,12374,,2009-10,,,,,
Aus,Feni ,29975,24875,,2009-10,,,,,
Aus,Gazipur ,6145,4086,,2009-10,,,,,
Aus,Gopalgonj ,12392,4332,,2009-10,,,,,
Aus,Hobigonj ,83005,80321,,2009-10,,,,,
Aus,Jamalpur ,2793,1539,,2009-10,,,,,
Aus,Khagrachari ,5891,4382,,2009-10,,,,,
Aus,Kishoregonj ,42450,33830,,2009-10,,,,,
Aus,Lakshmipur ,70437,44473,,2009-10,,,,,
Aus,Madaripur ,9877,3998,,2009-10,,,,,
Aus,Manikgonj ,874,244,,2009-10,,,,,
Aus,Maulavibazar ,44378,39324,,2009-10,,,,,
Aus,Munshigonj ,3553,2676,,2009-10,,,,,
Aus,Mymenshing ,123129,71548,,2009-10,,,,,
Aus,Narayangonj ,1947,2220,,2009-10,,,,,
Aus,Narsingdi ,1022,516,,2009-10,,,,,
Aus,Netrokona ,5086,2785,,2009-10,,,,,
Aus,Noakhali ,110616,67155,,2009-10,,,,,
Aus,Rajbari ,23581,8113,,2009-10,,,,,
Aus,Rangamati ,15118,9203,,2009-10,,,,,
Aus,Shariatpur ,25330,7911,,2009-10,,,,,
Aus,Sherpur ,8913,4719,,2009-10,,,,,
Aus,Sunamgonj ,6719,4100,,2009-10,,,,,
Aus,Sylhet ,85561,70719,,2009-10,,,,,
Aus,Tangail ,2610,907,,2009-10,,,,,
Aus,Bagerhat ,20650,13926,,2010-11 ,,,,,
Aus,Barguna ,113630,89335,,2010-11 ,,,,,
Aus,Bhola ,163745,87298,,2010-11 ,,,,,
Aus,Bogra ,71915,60130,,2010-11 ,,,,,
Aus,Chuadanga ,33950,27860,,2010-11 ,,,,,
Aus,Dinajpur ,22755,22245,,2010-11 ,,,,,
Aus,Gaibandha ,785,535,,2010-11 ,,,,,
Aus,Jessore ,99345,93031,,2010-11 ,,,,,
Aus,Jhalakathi ,55735,40202,,2010-11 ,,,,,
Aus,Jhenaidah ,56205,50131,,2010-11 ,,,,,
Aus,Joypurhat ,125,95,,2010-11 ,,,,,
Aus,Khulna ,18980,11594,,2010-11 ,,,,,
Aus,Khustia ,88225,65995,,2010-11 ,,,,,
Aus,Kurigram ,895,516,,2010-11 ,,,,,
Aus,Lalmonirhat ,180,154,,2010-11 ,,,,,
Aus,Magura ,14940,9858,,2010-11 ,,,,,
Aus,Meherpur ,12165,8294,,2010-11 ,,,,,
Aus,Narail ,20325,10123,,2010-11 ,,,,,
Aus,Natore ,27120,16321,,2010-11 ,,,,,
Aus,Nawabgonj ,121330,81055,,2010-11 ,,,,,
Aus,Nilphamari ,0,0,,2010-11 ,,,,,
Aus,Noagaon ,85715,80586,,2010-11 ,,,,,
Aus,Pabna ,54065,24011,,2010-11 ,,,,,
Aus,Panchagar ,0,0,,2010-11 ,,,,,
Aus,Patuakhali ,165350,105189,,2010-11 ,,,,,
Aus,Perojpur ,54025,36111,,2010-11 ,,,,,
Aus,Rajshahi ,123455,115356,,2010-11 ,,,,,
Aus,Rangpur ,0,0,,2010-11 ,,,,,
Aus,Satkhira ,6080,4559,,2010-11 ,,,,,
Aus,Sirajgonj ,10905,6247,,2010-11 ,,,,,
Aus,Thakurgaon ,0,0,,2010-11 ,,,,,
Aus,Bagerhat ,16626,11051,,2011-12,,,,,
Aus,Barguna ,108352,80873,,2011-12,,,,,
Aus,Bhola ,162053,78827,,2011-12,,,,,
Aus,Bogra ,40894,27889,,2011-12,,,,,
Aus,Chuadanga ,25372,19735,,2011-12,,,,,
Aus,Dinajpur ,9578,7826,,2011-12,,,,,
Aus,Gaibandha ,386,299,,2011-12,,,,,
Aus,Jessore ,80943,71742,,2011-12,,,,,
Aus,Jhalakathi ,51108,39107,,2011-12,,,,,
Aus,Jhenaidah ,66864,55054,,2011-12,,,,,
Aus,Joypurhat ,70,32,,2011-12,,,,,
Aus,Khulna ,14517,8320,,2011-12,,,,,
Aus,Khustia ,87106,62781,,2011-12,,,,,
Aus,Kurigram ,596,214,,2011-12,,,,,
Aus,Lalmonirhat ,0,0,,2011-12,,,,,
Aus,Magura ,16729,13751,,2011-12,,,,,
Aus,Meherpur ,16402,12770,,2011-12,,,,,
Aus,Narail ,16998,8603,,2011-12,,,,,
Aus,Natore ,21774,11795,,2011-12,,,,,
Aus,Nawabgonj ,106005,74854,,2011-12,,,,,
Aus,Nilphamari ,0,0,,2011-12,,,,,
Aus,Noagaon ,75283,55776,,2011-12,,,,,
Aus,Pabna ,49000,18061,,2011-12,,,,,
Aus,Panchagar ,0,0,,2011-12,,,,,
Aus,Patuakhali ,150498,94870,,2011-12,,,,,
Aus,Perojpur ,58077,40949,,2011-12,,,,,
Aus,Rajshahi ,76695,63960,,2011-12,,,,,
Aus,Rangpur ,0,0,,2011-12,,,,,
Aus,Satkhira ,8467,7425,,2011-12,,,,,
Aus,Sirajgonj ,13039,7578,,2011-12,,,,,
Aus,Thakurgaon ,0,0,,2011-12,,,,,
Aus,Bandarban ,19015,13955,,2012-13,,,,,
Aus,Brahmanbaria ,9621,6894,,2012-13,,,,,
Aus,Chandpur ,29093,22558,,2012-13,,,,,
Aus,Chittagong ,108306,102394,,2012-13,,,,,
Aus,Comilla ,161742,141448,,2012-13,,,,,
Aus,Cox's Bazar ,12494,13572,,2012-13,,,,,
Aus,Dhaka ,1607,912,,2012-13,,,,,
Aus,Faridpur ,23593,8557,,2012-13,,,,,
Aus,Feni ,29604,22156,,2012-13,,,,,
Aus,Gazipur ,5763,3869,,2012-13,,,,,
Aus,Gopalgonj ,8663,2940,,2012-13,,,,,
Aus,Hobigonj ,84356,78956,,2012-13,,,,,
Aus,Jamalpur ,4220,1975,,2012-13,,,,,
Aus,Khagrachari ,6072,4763,,2012-13,,,,,
Aus,Kishoregonj ,52394,41973,,2012-13,,,,,
Aus,Lakshmipur ,87452,56982,,2012-13,,,,,
Aus,Madaripur ,6389,2317,,2012-13,,,,,
Aus,Manikgonj ,785,220,,2012-13,,,,,
Aus,Maulavibazar ,69243,59875,,2012-13,,,,,
Aus,Munshigonj ,1458,684,,2012-13,,,,,
Aus,Mymenshing ,139151,103901,,2012-13,,,,,
Aus,Narayangonj ,1195,1003,,2012-13,,,,,
Aus,Narsingdi ,1012,517,,2012-13,,,,,
Aus,Netrokona ,4542,3468,,2012-13,,,,,
Aus,Noakhali ,146057,91366,,2012-13,,,,,
Aus,Rajbari ,15573,5592,,2012-13,,,,,
Aus,Rangamati ,14254,9280,,2012-13,,,,,
Aus,Shariatpur ,23736,7668,,2012-13,,,,,
Aus,Sherpur ,17120,13172,,2012-13,,,,,
Aus,Sunamgonj ,8181,4484,,2012-13,,,,,
Aus,Sylhet ,51682,40787,,2012-13,,,,,
Aus,Tangail ,2434,865,,2012-13,,,,,
Aus,Bandarban ,20160,16327,,2013-14,,,,,
Aus,Brahmanbaria ,14009,10367,,2013-14,,,,,
Aus,Chandpur ,24538,24282,,2013-14,,,,,
Aus,Chittagong ,111671,108080,,2013-14,,,,,
Aus,Comilla ,172231,157418,,2013-14,,,,,
Aus,Cox's Bazar ,7804,8779,,2013-14,,,,,
Aus,Dhaka ,1552,927,,2013-14,,,,,
Aus,Faridpur ,18825,5272,,2013-14,,,,,
Aus,Feni ,30420,29897,,2013-14,,,,,
Aus,Gazipur ,5258,4103,,2013-14,,,,,
Aus,Gopalgonj ,8006,2847,,2013-14,,,,,
Aus,Hobigonj ,85208,83736,,2013-14,,,,,
Aus,Jamalpur ,2395,1700,,2013-14,,,,,
Aus,Khagrachari ,5961,5182,,2013-14,,,,,
Aus,Kishoregonj ,52893,44564,,2013-14,,,,,
Aus,Lakshmipur ,87488,61901,,2013-14,,,,,
Aus,Madaripur ,4742,1784,,2013-14,,,,,
Aus,Manikgonj ,954,463,,2013-14,,,,,
Aus,Maulavibazar ,58017,58390,,2013-14,,,,,
Aus,Munshigonj ,1304,713,,2013-14,,,,,
Aus,Mymenshing ,133521,108383,,2013-14,,,,,
Aus,Narayangonj ,523,383,,2013-14,,,,,
Aus,Narsingdi ,818,609,,2013-14,,,,,
Aus,Netrokona ,2285,1598,,2013-14,,,,,
Aus,Noakhali ,145880,96321,,2013-14,,,,,
Aus,Rajbari ,11573,3617,,2013-14,,,,,
Aus,Rangamati ,15515,9890,,2013-14,,,,,
Aus,Shariatpur ,19812,6678,,2013-14,,,,,
Aus,Sherpur ,18342,14273,,2013-14,,,,,
Aus,Sunamgonj ,6221,3973,,2013-14,,,,,
Aus,Sylhet ,85426,78066,,2013-14,,,,,
Aus,Tangail ,2160,1003,,2013-14,,,,,
Aus,Bagerhat ,18469,20258,,2014-2015 ,,,,,
Aus,Bandarban ,19013,13871,,2014-2015 ,,,,,
Aus,Barguna ,90464,97047,,2014-2015 ,,,,,
Aus,Barisal ,28083,83188,,2014-2015 ,,,,,
Aus,Barisal Division ,335503,620254,,2014-2015 ,,,,,
Aus,Bhola ,43402,184434,,2014-2015 ,,,,,
Aus,Bogra ,52125,56081,,2014-2015 ,,,,,
Aus,Brahmanbaria ,11714,10100,,2014-2015 ,,,,,
Aus,Chandpur ,29308,25969,,2014-2015 ,,,,,
Aus,Chittagong ,108575,108026,,2014-2015 ,,,,,
Aus,Chittagong Division ,608680,528030,,2014-2015 ,,,,,
Aus,Chuadanga ,70231,63034,,2014-2015 ,,,,,
Aus,Comilla ,169961,172306,,2014-2015 ,,,,,
Aus,Cox's Bazar ,4405,4110,,2014-2015 ,,,,,
Aus,Dhaka ,1711,1413,,2014-2015 ,,,,,
Aus,Dhaka Division ,195573,162450,,2014-2015 ,,,,,
Aus,Dinajpur ,11216,12067,,2014-2015 ,,,,,
Aus,Division ,,,,2014-2015 ,,,,,
Aus,Faridpur ,16626,10599,,2014-2015 ,,,,,
Aus,Feni ,29269,26338,,2014-2015 ,,,,,
Aus,Gaibandha ,600,804,,2014-2015 ,,,,,
Aus,Gazipur ,4131,4071,,2014-2015 ,,,,,
Aus,Gopalgonj ,6598,3953,,2014-2015 ,,,,,
Aus,Hobigonj ,86028,83460,,2014-2015 ,,,,,
Aus,Jamalpur ,3562,2530,,2014-2015 ,,,,,
Aus,Jessore ,95541,84690,,2014-2015 ,,,,,
Aus,Jhalakathi ,32443,46135,,2014-2015 ,,,,,
Aus,Jhenaidah ,59522,52867,,2014-2015 ,,,,,
Aus,Joypurhat ,0,0,,2014-2015 ,,,,,
Aus,Khagrachari ,6406,4687,,2014-2015 ,,,,,
Aus,Khulna,388249,387895,,2014-2015 ,,,,,
Aus,Khulna ,1429,8392,,2014-2015 ,,,,,
Aus,Kishoregonj ,47331,45640,,2014-2015 ,,,,,
Aus,Kurigram ,1374,2057,,2014-2015 ,,,,,
Aus,Kushtia ,80729,87950,,2014-2015 ,,,,,
Aus,Lakshmipur ,80036,57799,,2014-2015 ,,,,,
Aus,Lalmonirhat ,0,0,,2014-2015 ,,,,,
Aus,Madaripur ,3755,2031,,2014-2015 ,,,,,
Aus,Magura ,14152,18244,,2014-2015 ,,,,,
Aus,Manikgonj ,1977,1622,,2014-2015 ,,,,,
Aus,Maulavibazar ,76890,81801,,2014-2015 ,,,,,
Aus,Meherpur ,25408,20979,,2014-2015 ,,,,,
Aus,Munsigonj ,865,821,,2014-2015 ,,,,,
Aus,Mymenshing ,65658,62928,,2014-2015 ,,,,,
Aus,Narail ,2635,11430,,2014-2015 ,,,,,
Aus,Narayangonj ,51,49,,2014-2015 ,,,,,
Aus,Narsingdi ,739,474,,2014-2015 ,,,,,
Aus,Natore ,14708,19096,,2014-2015 ,,,,,
Aus,Nawabgonj ,99155,111406,,2014-2015 ,,,,,
Aus,Netrokona ,532,330,,2014-2015 ,,,,,
Aus,Nilphamari ,0,0,,2014-2015 ,,,,,
Aus,Noagaon ,144321,127603,,2014-2015 ,,,,,
Aus,Noakhali ,132752,93409,,2014-2015 ,,,,,
Aus,Pabna ,22919,50573,,2014-2015 ,,,,,
Aus,Panchagar ,0,0,,2014-2015 ,,,,,
Aus,Patuakhali ,91655,144419,,2014-2015 ,,,,,
Aus,Perojpur ,49456,65031,,2014-2015 ,,,,,
Aus,Rajbari ,5265,2465,,2014-2015 ,,,,,
Aus,Rajshahi,456358,477453,,2014-2015 ,,,,,
Aus,Rajshahi ,110362,96094,,2014-2015 ,,,,,
Aus,Rangamati ,17241,11414,,2014-2015 ,,,,,
Aus,Rangpur,23511,25761,,2014-2015 ,,,,,
Aus,Rangpur ,3438,3275,,2014-2015 ,,,,,
Aus,Satkhira ,20133,20051,,2014-2015 ,,,,,
Aus,Shariatpur ,22532,12043,,2014-2015 ,,,,,
Aus,Sherpur ,13338,10937,,2014-2015 ,,,,,
Aus,Sirajgonj ,12768,16600,,2014-2015 ,,,,,
Aus,Sunamgonj ,11180,11595,,2014-2015 ,,,,,
Aus,Sylhet ,93589,98593,,2014-2015 ,,,,,
Aus,Sylhet Division ,267687,275448,,2014-2015 ,,,,,
Aus,Tangail ,902,546,,2014-2015 ,,,,,
Aus,Thakurgaon ,6884,7558,,2014-2015 ,,,,,
Amon,Dhaka,765390,312720,,1969-70,,,,,
Amon,Kishoregonj,588140,251340,,1969-70,,,,,
Amon,Mymensingh,1501670,687190,,1969-70,,,,,
Amon,Tangail,0,0,,1969-70,,,,,
Amon,Faridpur,786200,303645,,1969-70,,,,,
Amon,Chittagong,497290,319075,,1969-70,,,,,
Amon,Chittagong H. T.,57280,38140,,1969-70,,,,,
Amon,Noakhali,726660,332125,,1969-70,,,,,
Amon,Comilla,976420,508305,,1969-70,,,,,
Amon,Sylhet,1223850,629510,,1969-70,,,,,
Amon,Rajshahi,1111420,544415,,1969-70,,,,,
Amon,Dinajpur,888530,407065,,1969-70,,,,,
Amon,Rangpur,1209490,622025,,1969-70,,,,,
Amon,Bogra,634460,280905,,1969-70,,,,,
Amon,Pabna,567080,232810,,1969-70,,,,,
Amon,Khulna,1007020,437665,,1969-70,,,,,
Amon,Bakergonj,1598910,746570,,1969-70,,,,,
Amon,Patuakhali,0,0,,1969-70,,,,,
Amon,Jessore,552400,231120,,1969-70,,,,,
Amon,Kushtia,148990,64600,,1969-70,,,,,
Amon,Dhaka,674300,266655,,1970-71,,,,,
Amon,Kishoregonj,539180,205650,,1970-71,,,,,
Amon,Mymensingh,1051810,450930,,1970-71,,,,,
Amon,Tangail,242360,69425,,1970-71,,,,,
Amon,Faridpur,686009,181385,,1970-71,,,,,
Amon,Chittagong,517235,258050,,1970-71,,,,,
Amon,Chittagong H. T.,54810,32485,,1970-71,,,,,
Amon,Noakhali,612048,218300,,1970-71,,,,,
Amon,Comilla,965080,452930,,1970-71,,,,,
Amon,Sylhet,1241590,645600,,1970-71,,,,,
Amon,Rajshahi,1142560,584540,,1970-71,,,,,
Amon,Dinajpur,893380,455405,,1970-71,,,,,
Amon,Rangpur,1286790,731755,,1970-71,,,,,
Amon,Bogra,658210,350460,,1970-71,,,,,
Amon,Pabna,493655,163220,,1970-71,,,,,
Amon,Khulna,927445,255935,,1970-71,,,,,
Amon,Bakergonj,840863,189540,,1970-71,,,,,
Amon,Patuakhali,690675,139215,,1970-71,,,,,
Amon,Jessore,516210,94430,,1970-71,,,,,
Amon,Kushtia,150110,67520,,1970-71,,,,,
Amon,Dhaka,682250,302490,,1971-72,,,,,
Amon,Kishoregonj,559415,231475,,1971-72,,,,,
Amon,Mymensingh,1045000,530070,,1971-72,,,,,
Amon,Tangail,361820,151475,,1971-72,,,,,
Amon,Faridpur,592870,127105,,1971-72,,,,,
Amon,Chittagong,546425,299685,,1971-72,,,,,
Amon,Chittagong H. T.,58840,32805,,1971-72,,,,,
Amon,Noakhali,736150,281485,,1971-72,,,,,
Amon,Comilla,946545,431115,,1971-72,,,,,
Amon,Sylhet,1075590,497775,,1971-72,,,,,
Amon,Rajshahi,928840,349600,,1971-72,,,,,
Amon,Dinajpur,792830,285855,,1971-72,,,,,
Amon,Rangpur,1294500,751570,,1971-72,,,,,
Amon,Bogra,598645,297250,,1971-72,,,,,
Amon,Pabna,479555,140690,,1971-72,,,,,
Amon,Khulna,761105,217995,,1971-72,,,,,
Amon,Bakergonj,830515,302025,,1971-72,,,,,
Amon,Patuakhali,606070,221715,,1971-72,,,,,
Amon,Jessore,574785,222240,,1971-72,,,,,
Amon,Kushtia,53810,21920,,1971-72,,,,,
Amon,Dhaka,737720,275915,,1972-73,,,,,
Amon,Kishoregonj,564695,223995,,1972-73,,,,,
Amon,Mymensingh,1082500,478155,,1972-73,,,,,
Amon,Tangail,378125,140885,,1972-73,,,,,
Amon,Faridpur,742260,198315,,1972-73,,,,,
Amon,Chittagong,569045,298870,,1972-73,,,,,
Amon,Chittagong H. T.,33940,13970,,1972-73,,,,,
Amon,Noakhali,711710,277315,,1972-73,,,,,
Amon,Comilla,948270,407610,,1972-73,,,,,
Amon,Sylhet,1038635,414990,,1972-73,,,,,
Amon,Rajshahi,1114080,405005,,1972-73,,,,,
Amon,Dinajpur,741400,327010,,1972-73,,,,,
Amon,Rangpur,1298620,631115,,1972-73,,,,,
Amon,Bogra,619855,265960,,1972-73,,,,,
Amon,Pabna,468950,143400,,1972-73,,,,,
Amon,Khulna,837565,247690,,1972-73,,,,,
Amon,Bakergonj,902450,360275,,1972-73,,,,,
Amon,Patuakhali,655175,233550,,1972-73,,,,,
Amon,Jessore,536915,191615,,1972-73,,,,,
Amon,Kushtia,138475,50920,,1972-73,,,,,
Amon,Dhaka,726700,304915,,1973-74,,,,,
Amon,Kishoregonj,554765,291190,,1973-74,,,,,
Amon,Mymensingh,1075255,620570,,1973-74,,,,,
Amon,Tangail,370810,166130,,1973-74,,,,,
Amon,Faridpur,728655,236675,,1973-74,,,,,
Amon,Chittagong,579960,372250,,1973-74,,,,,
Amon,Chittagong H. T.,62990,38335,,1973-74,,,,,
Amon,Noakhali,745450,297315,,1973-74,,,,,
Amon,Comilla,924305,515140,,1973-74,,,,,
Amon,Sylhet,1117485,574055,,1973-74,,,,,
Amon,Rajshahi,973630,404810,,1973-74,,,,,
Amon,Dinajpur,876485,484850,,1973-74,,,,,
Amon,Rangpur,1298830,775020,,1973-74,,,,,
Amon,Bogra,575340,325880,,1973-74,,,,,
Amon,Pabna,386430,134545,,1973-74,,,,,
Amon,Khulna,913040,377210,,1973-74,,,,,
Amon,Bakergonj,904450,333855,,1973-74,,,,,
Amon,Patuakhali,588305,136430,,1973-74,,,,,
Amon,Jessore,590930,241110,,1973-74,,,,,
Amon,Kushtia,139000,68615,,1973-74,,,,,
Amon,Dhaka,693315,252415,,1974-75,,,,,
Amon,Kishoregonj,477000,187195,,1974-75,,,,,
Amon,Mymensingh,977645,543010,,1974-75,,,,,
Amon,Tangail,409695,173205,,1974-75,,,,,
Amon,Faridpur,667230,184465,,1974-75,,,,,
Amon,Chittagong,560550,343390,,1974-75,,,,,
Amon,Chittagong H. T.,58195,33075,,1974-75,,,,,
Amon,Noakhali,633920,259475,,1974-75,,,,,
Amon,Comilla,730175,240635,,1974-75,,,,,
Amon,Sylhet,941960,443240,,1974-75,,,,,
Amon,Rajshahi,1074320,449695,,1974-75,,,,,
Amon,Dinajpur,850805,441220,,1974-75,,,,,
Amon,Rangpur,1276235,692540,,1974-75,,,,,
Amon,Bogra,568865,330010,,1974-75,,,,,
Amon,Pabna,446800,147320,,1974-75,,,,,
Amon,Khulna,887195,403025,,1974-75,,,,,
Amon,Bakergonj,863065,301035,,1974-75,,,,,
Amon,Patuakhali,587250,232465,,1974-75,,,,,
Amon,Jessore,606000,272120,,1974-75,,,,,
Amon,Kushtia,158810,70465,,1974-75,,,,,
Amon,Dhaka,703365,357875,,1975-76,,,,,
Amon,Kishoregonj,525385,288810,,1975-76,,,,,
Amon,Mymensingh,1068510,622035,,1975-76,,,,,
Amon,Tangail,405820,161220,,1975-76,,,,,
Amon,Faridpur,716635,244135,,1975-76,,,,,
Amon,Chittagong,567500,383375,,1975-76,,,,,
Amon,Chittagong H. T.,60840,39755,,1975-76,,,,,
Amon,Noakhali,710485,320755,,1975-76,,,,,
Amon,Comilla,876395,481915,,1975-76,,,,,
Amon,Sylhet,1110660,544495,,1975-76,,,,,
Amon,Rajshahi,1069450,454840,,1975-76,,,,,
Amon,Dinajpur,802370,420695,,1975-76,,,,,
Amon,Rangpur,1317170,702755,,1975-76,,,,,
Amon,Bogra,560625,292430,,1975-76,,,,,
Amon,Pabna,533595,216385,,1975-76,,,,,
Amon,Khulna,972010,481750,,1975-76,,,,,
Amon,Bakergonj,872170,379155,,1975-76,,,,,
Amon,Patuakhali,607385,299115,,1975-76,,,,,
Amon,Jessore,604170,291460,,1975-76,,,,,
Amon,Kushtia,151165,62145,,1975-76,,,,,
Amon,Dhaka,730900,316265,,1976-77,,,,,
Amon,Kishoregonj,509760,284360,,1976-77,,,,,
Amon,Mymensingh,107127,531460,,1976-77,,,,,
Amon,Tangail,451525,180125,,1976-77,,,,,
Amon,Faridpur,753500,224300,,1976-77,,,,,
Amon,Chittagong,561400,383330,,1976-77,,,,,
Amon,Chittagong H. T.,64875,42675,,1976-77,,,,,
Amon,Noakhali,731215,395385,,1976-77,,,,,
Amon,Comilla,913665,437165,,1976-77,,,,,
Amon,Sylhet,907990,432305,,1976-77,,,,,
Amon,Rajshahi,1085795,472285,,1976-77,,,,,
Amon,Dinajpur,808620,433845,,1976-77,,,,,
Amon,Rangpur,1302095,683845,,1976-77,,,,,
Amon,Bogra,580140,310745,,1976-77,,,,,
Amon,Pabna,583325,226230,,1976-77,,,,,
Amon,Khulna,964425,471210,,1976-77,,,,,
Amon,Bakergonj,928285,417420,,1976-77,,,,,
Amon,Patuakhali,609500,303550,,1976-77,,,,,
Amon,Jessore,621995,280945,,1976-77,,,,,
Amon,Kushtia,174765,78235,,1976-77,,,,,
Amon,Jamalpur,0,0,,1976-77,,,,,
Amon,Dhaka,711320,344075,,1977-78,,,,,
Amon,Kishoregonj,504745,310425,,1977-78,,,,,
Amon,Mymensingh,1084605,566470,,1977-78,,,,,
Amon,Jamalpur,0,0,,1977-78,,,,,
Amon,Tangail,442260,211800,,1977-78,,,,,
Amon,Faridpur,710095,242345,,1977-78,,,,,
Amon,Chittagong,572800,400395,,1977-78,,,,,
Amon,Chittagong H. T.,66015,46455,,1977-78,,,,,
Amon,Noakhali,725785,452260,,1977-78,,,,,
Amon,Comilla,919125,505045,,1977-78,,,,,
Amon,Sylhet,905000,478980,,1977-78,,,,,
Amon,Rajshahi,1064535,492325,,1977-78,,,,,
Amon,Dinajpur,805740,438385,,1977-78,,,,,
Amon,Rangpur,1307100,717960,,1977-78,,,,,
Amon,Bogra,600340,324910,,1977-78,,,,,
Amon,Pabna,546730,259180,,1977-78,,,,,
Amon,Khulna,960385,485360,,1977-78,,,,,
Amon,Bakergonj,914520,441480,,1977-78,,,,,
Amon,Patuakhali,607165,325435,,1977-78,,,,,
Amon,Jessore,653325,307545,,1977-78,,,,,
Amon,Kushtia,,72810,,1977-78,,,,,
Amon,Dhaka,734595,358310,,1978-79,,,,,
Amon,Kishoregonj,505210,332815,,1978-79,,,,,
Amon,Mymensingh,628310,361440,,1978-79,,,,,
Amon,Jamalpur,455330,226225,,1978-79,,,,,
Amon,Tangail,454415,216325,,1978-79,,,,,
Amon,Faridpur,724100,273335,,1978-79,,,,,
Amon,Chittagong,573240,371815,,1978-79,,,,,
Amon,Chittagong H. T.,65440,46415,,1978-79,,,,,
Amon,Noakhali,774130,435940,,1978-79,,,,,
Amon,Comilla,898490,475120,,1978-79,,,,,
Amon,Sylhet,947345,466480,,1978-79,,,,,
Amon,Rajshahi,1061840,485010,,1978-79,,,,,
