Crop Name,Area Name,Area of Land in acres,Amount of Production in Tons,Annual Average Rainfall in mm,Year,,,,,Annual Average Temparature
Boro,Faridpur,97285,89405,,1983-84,,,,,
Boro,Jamalpur,124560,115990,,1983-84,,,,,
Boro,Kishoregonj,447170,390155,,1983-84,,,,,
Boro,Mymensingh,154770,130190,,1983-84,,,,,
Boro,Tangail,185365,220385,,1983-84,,,,,
Boro,Barisal,78875,73920,,1983-84,,,,,
Boro,Jessore,75745,76870,,1983-84,,,,,
Boro,Khulna,50100,41730,,1983-84,,,,,
Boro,Kushtia,8555,6760,,1983-84,,,,,
Boro,Patuakhali,24295,13170,,1983-84,,,,,
Boro,Bogra,170155,189940,,1983-84,,,,,
Boro,Dinajpur,30850,34625,,1983-84,,,,,
Boro,Pabna,127625,138040,,1983-84,,,,,
Boro,Rajshahi,151915,167130,,1983-84,,,,,
Boro,Rangpur,127040,126175,,1983-84,,,,,
Boro,Bandarban,3070,2635,,1984-85,,,,,
Boro,Chittagong,320695,292210,,1984-85,,,,,
Boro,Comilla,283695,317739,,1984-85,,,,,
Boro,Khagrachari,8555,7781,,1984-85,,,,,
Boro,Noakhali,182465,186536,,1984-85,,,,,
Boro,Rangamati,17700,19080,,1984-85,,,,,
Boro,Sylhet,623875,459055,,1984-85,,,,,
Boro,Dhaka,273800,298560,,1984-85,,,,,
Boro,Faridpur,142295,171830,,1984-85,,,,,
Boro,Jamalpur,172615,172420,,1984-85,,,,,
Boro,Kishoregonj,481775,484590,,1984-85,,,,,
Boro,Mymensingh,175745,162845,,1984-85,,,,,
Boro,Tangail,193530,235095,,1984-85,,,,,
Boro,Barisal,98565,94490,,1984-85,,,,,
Boro,Jessore,122080,151245,,1984-85,,,,,
Boro,Khulna,87730,79990,,1984-85,,,,,
Boro,Kushtia,9575,10250,,1984-85,,,,,
Boro,Patuakhali,35425,19465,,1984-85,,,,,
Boro,Bogra,188960,225100,,1984-85,,,,,
Boro,Dinajpur,34930,38405,,1984-85,,,,,
Boro,Pabna,138320,161300,,1984-85,,,,,
Boro,Rajshahi,143520,159135,,1984-85,,,,,
Boro,Rangpur,152565,154535,,1984-85,,,,,
Boro,Bandarban,3655,3425,,1985-86,,,,,
Boro,Chittagong,304860,292510,,1985-86,,,,,
Boro,Comilla,288665,302109,,1985-86,,,,,
Boro,Khagrachari,9320,9641,,1985-86,,,,,
Boro,Noakhali,147265,135654,,1985-86,,,,,
Boro,Rangamati,13795,13882,,1985-86,,,,,
Boro,Sylhet,624245,378182,,1985-86,,,,,
Boro,Dhaka,241085,263778,,1985-86,,,,,
Boro,Faridpur,123475,142782,,1985-86,,,,,
Boro,Jamalpur,141445,140640,,1985-86,,,,,
Boro,Kishoregonj,426045,379457,,1985-86,,,,,
Boro,Mymensingh,148895,123592,,1985-86,,,,,
Boro,Tangail,175560,229511,,1985-86,,,,,
Boro,Barisal,59030,49010,,1985-86,,,,,
Boro,Jessore,65910,80995,,1985-86,,,,,
Boro,Khulna,84325,74916,,1985-86,,,,,
Boro,Kushtia,16545,19378,,1985-86,,,,,
Boro,Patuakhali,15365,8784,,1985-86,,,,,
Boro,Bogra,219390,270507,,1985-86,,,,,
Boro,Dinajpur,57325,52585,,1985-86,,,,,
Boro,Pabna,141850,180655,,1985-86,,,,,
Boro,Rajshahi,226790,237903,,1985-86,,,,,
Boro,Rangpur,254670,280739,,1985-86,,,,,
Boro,Bandarban,14305,13570,,1986-87,,,,,
Boro,Chittagong,291045,284355,,1986-87,,,,,
Boro,Comilla,283025,304015,,1986-87,,,,,
Boro,Khagrachari,7640,8290,,1986-87,,,,,
Boro,Noakhali,181525,170790,,1986-87,,,,,
Boro,Rangamati,10285,9530,,1986-87,,,,,
Boro,Sylhet,605860,386915,,1986-87,,,,,
Boro,Dhaka,261495,309850,,1986-87,,,,,
Boro,Faridpur,146465,160025,,1986-87,,,,,
Boro,Jamalpur,164075,169525,,1986-87,,,,,
Boro,Kishoregonj,434585,427930,,1986-87,,,,,
Boro,Mymensingh,193565,175080,,1986-87,,,,,
Boro,Tangail,193400,229805,,1986-87,,,,,
Boro,Barisal,49125,45260,,1986-87,,,,,
Boro,Jessore,95690,115300,,1986-87,,,,,
Boro,Khulna,65510,59610,,1986-87,,,,,
Boro,Kushtia,16305,21130,,1986-87,,,,,
Boro,Patuakhali,12010,5385,,1986-87,,,,,
Boro,Bogra,232650,249705,,1986-87,,,,,
Boro,Dinajpur,74195,71300,,1986-87,,,,,
Boro,Pabna,151015,162820,,1986-87,,,,,
Boro,Rajshahi,271160,289235,,1986-87,,,,,
Boro,Rangpur,329315,340975,,1986-87,,,,,
Boro,Bandarban,5860,6341,,1987-88,,,,,
Boro,Chittagong,262853,264849,,1987-88,,,,,
Boro,Comilla,395225,436746,,1987-88,,,,,
Boro,Khagrachari,7145,6754,,1987-88,,,,,
Boro,Noakhali,186574,179716,,1987-88,,,,,
Boro,Rangamati,9680,9181,,1987-88,,,,,
Boro,Sylhet,555183,350994,,1987-88,,,,,
Boro,Dhaka,345988,330768,,1987-88,,,,,
Boro,Faridpur,182018,215736,,1987-88,,,,,
Boro,Jamalpur,219325,222365,,1987-88,,,,,
Boro,Kishoregonj,549964,537147,,1987-88,,,,,
Boro,Mymensingh,265522,193960,,1987-88,,,,,
Boro,Tangail,204707,217278,,1987-88,,,,,
Boro,Barisal,49561,45117,,1987-88,,,,,
Boro,Jessore,158700,210309,,1987-88,,,,,
Boro,Khulna,79590,78398,,1987-88,,,,,
Boro,Kushtia,23747,26908,,1987-88,,,,,
Boro,Patuakhali,10890,4289,,1987-88,,,,,
Boro,Bogra,348308,376010,,1987-88,,,,,
Boro,Dinajpur,86615,87211,,1987-88,,,,,
Boro,Pabna,215500,219167,,1987-88,,,,,
Boro,Rajshahi,293341,319758,,1987-88,,,,,
Boro,Rangpur,394157,391777,,1987-88,,,,,
Boro,Bandarban,5720,5990,,1988-89,,,,,
Boro,Chittagong,274660,266950,,1988-89,,,,,
Boro,Comilla,523485,577150,,1988-89,,,,,
Boro,Khagrachari,3520,2650,,1988-89,,,,,
Boro,Noakhali,275450,245155,,1988-89,,,,,
Boro,Rangamati,11520,9925,,1988-89,,,,,
Boro,Sylhet,697730,430065,,1988-89,,,,,
Boro,Dhaka,440640,430850,,1988-89,,,,,
Boro,Faridpur,342290,360765,,1988-89,,,,,
Boro,Jamalpur,252770,236180,,1988-89,,,,,
Boro,Kishoregonj,591875,597835,,1988-89,,,,,
Boro,Mymensingh,233660,218290,,1988-89,,,,,
Boro,Tangail,220720,237455,,1988-89,,,,,
Boro,Barisal,72310,67665,,1988-89,,,,,
Boro,Jessore,325800,401340,,1988-89,,,,,
Boro,Khulna,105940,90555,,1988-89,,,,,
Boro,Kushtia,41260,45605,,1988-89,,,,,
Boro,Patuakhali,6720,4110,,1988-89,,,,,
Boro,Bogra,387410,428770,,1988-89,,,,,
Boro,Dinajpur,151090,142895,,1988-89,,,,,
Boro,Pabna,223340,245660,,1988-89,,,,,
Boro,Rajshahi,379345,346075,,1988-89,,,,,
Boro,Rangpur,458555,439325,,1988-89,,,,,
Boro,Bandarban,5680,5610,,1989-90,,,,,
Boro,Chittagong,286370,290260,,1989-90,,,,,
Boro,Comilla,520140,592700,,1989-90,,,,,
Boro,Khagrachari,3580,2860,,1989-90,,,,,
Boro,Noakhali,300880,314940,,1989-90,,,,,
Boro,Rangamati,12660,112700,,1989-90,,,,,
Boro,Sylhet,694050,394700,,1989-90,,,,,
Boro,Dhaka,482740,512220,,1989-90,,,,,
Boro,Faridpur,296890,351390,,1989-90,,,,,
Boro,Jamalpur,254020,246160,,1989-90,,,,,
Boro,Kishoregonj,601780,573450,,1989-90,,,,,
Boro,Mymensingh,256040,241880,,1989-90,,,,,
Boro,Tangail,223730,255020,,1989-90,,,,,
Boro,Barisal,149460,151290,,1989-90,,,,,
Boro,Jessore,281470,316740,,1989-90,,,,,
Boro,Khulna,104980,90870,,1989-90,,,,,
Boro,Kushtia,48480,53070,,1989-90,,,,,
Boro,Patuakhali,4740,2960,,1989-90,,,,,
Boro,Bogra,420520,938880,,1989-90,,,,,
Boro,Dinajpur,155710,166120,,1989-90,,,,,
Boro,Pabna,243220,272330,,1989-90,,,,,
Boro,Rajshahi,426890,418780,,1989-90,,,,,
Boro,Rangpur,430890,461820,,1989-90,,,,,
Boro,Bandarban,5750,5410,,1990-91,,,,,
Boro,Chittagong,298570,196620,,1990-91,,,,,
Boro,Comilla,499010,555360,,1990-91,,,,,
Boro,Khagrachari,3970,3020,,1990-91,,,,,
Boro,Noakhali,329260,321600,,1990-91,,,,,
Boro,Rangamati,12480,10170,,1990-91,,,,,
Boro,Sylhet,708420,467160,,1990-91,,,,,
Boro,Dhaka,499730,580800,,1990-91,,,,,
Boro,Faridpur,297360,348940,,1990-91,,,,,
Boro,Jamalpur,245760,261960,,1990-91,,,,,
Boro,Kishoregonj,605580,541780,,1990-91,,,,,
Boro,Mymensingh,262890,272760,,1990-91,,,,,
Boro,Tangail,214630,237930,,1990-91,,,,,
Boro,Barisal,156200,146130,,1990-91,,,,,
Boro,Jessore,276460,356130,,1990-91,,,,,
Boro,Khulna,113390,100290,,1990-91,,,,,
Boro,Kushtia,56810,61020,,1990-91,,,,,
Boro,Patuakhali,6420,3750,,1990-91,,,,,
Boro,Bogra,450460,473860,,1990-91,,,,,
Boro,Dinajpur,152550,169890,,1990-91,,,,,
Boro,Pabna,238550,276680,,1990-91,,,,,
Boro,Rajshahi,420130,512710,,1990-91,,,,,
Boro,Rangpur,442790,452680,,1990-91,,,,,
Boro,Bandarban,6210,5890,,1991-92,,,,,
Boro,Chittagong,305820,293840,,1991-92,,,,,
Boro,Comilla,543480,615970,,1991-92,,,,,
Boro,Khagrachari,4040,3560,,1991-92,,,,,
Boro,Noakhali,344000,364650,,1991-92,,,,,
Boro,Rangamati,14540,12960,,1991-92,,,,,
Boro,Sylhet,748640,535320,,1991-92,,,,,
Boro,Dhaka,485920,566960,,1991-92,,,,,
Boro,Faridpur,282460,300520,,1991-92,,,,,
Boro,Jamalpur,248500,276900,,1991-92,,,,,
Boro,Kishoregonj,627310,603990,,1991-92,,,,,
Boro,Mymensingh,276200,294280,,1991-92,,,,,
Boro,Tangail,217930,245070,,1991-92,,,,,
Boro,Barisal,148560,146420,,1991-92,,,,,
Boro,Jessore,287380,367420,,1991-92,,,,,
Boro,Khulna,137350,117150,,1991-92,,,,,
Boro,Kushtia,64490,67460,,1991-92,,,,,
Boro,Patuakhali,12550,10730,,1991-92,,,,,
Boro,Bogra,458600,489890,,1991-92,,,,,
Boro,Dinajpur,180480,204730,,1991-92,,,,,
Boro,Pabna,245870,285930,,1991-92,,,,,
Boro,Rajshahi,427680,522710,,1991-92,,,,,
Boro,Rangpur,443380,471860,,1991-92,,,,,
Boro,Bandarban,6540,6930,,1992-93,,,,,
Boro,Chittagong,307400,282470,,1992-93,,,,,
Boro,Comilla,561330,610430,,1992-93,,,,,
Boro,Khagrachari,4120,3640,,1992-93,,,,,
Boro,Noakhali,283200,245960,,1992-93,,,,,
Boro,Rangamati,12870,11620,,1992-93,,,,,
Boro,Sylhet,684270,456760,,1992-93,,,,,
Boro,Dhaka,502710,552590,,1992-93,,,,,
Boro,Faridpur,232260,263530,,1992-93,,,,,
Boro,Jamalpur,257700,281170,,1992-93,,,,,
Boro,Kishoregonj,631510,617830,,1992-93,,,,,
Boro,Mymensingh,285290,291300,,1992-93,,,,,
Boro,Tangail,221360,249610,,1992-93,,,,,
Boro,Barisal,118930,124130,,1992-93,,,,,
Boro,Jessore,319190,365870,,1992-93,,,,,
Boro,Khulna,156330,159870,,1992-93,,,,,
Boro,Kushtia,66680,66120,,1992-93,,,,,
Boro,Patuakhali,14000,12260,,1992-93,,,,,
Boro,Bogra,450140,503940,,1992-93,,,,,
Boro,Dinajpur,149300,172400,,1992-93,,,,,
Boro,Pabna,242040,255140,,1992-93,,,,,
Boro,Rajshahi,448720,537220,,1992-93,,,,,
Boro,Rangpur,467010,514950,,1992-93,,,,,
Boro,Bandarban,6800,6050,,1993-94,,,,,
Boro,Chittagong,278530,271820,,1993-94,,,,,
Boro,Comilla,551140,630450,,1993-94,,,,,
Boro,Khagrachari,4050,3620,,1993-94,,,,,
Boro,Noakhali,272560,238390,,1993-94,,,,,
Boro,Rangamati,14650,14420,,1993-94,,,,,
Boro,Sylhet,751980,532570,,1993-94,,,,,
Boro,Dhaka,487660,544810,,1993-94,,,,,
Boro,Faridpur,202500,218340,,1993-94,,,,,
Boro,Jamalpur,241120,238720,,1993-94,,,,,
Boro,Kishoregonj,662560,735400,,1993-94,,,,,
Boro,Mymensingh,274730,285140,,1993-94,,,,,
Boro,Tangail,221450,264880,,1993-94,,,,,
Boro,Barisal,99780,100350,,1993-94,,,,,
Boro,Jessore,276850,325500,,1993-94,,,,,
Boro,Khulna,124470,113370,,1993-94,,,,,
Boro,Kushtia,51420,52220,,1993-94,,,,,
Boro,Patuakhali,15910,14540,,1993-94,,,,,
Boro,Bogra,447690,517120,,1993-94,,,,,
Boro,Dinajpur,223960,267210,,1993-94,,,,,
Boro,Pabna,208980,259630,,1993-94,,,,,
Boro,Rajshahi,469080,584140,,1993-94,,,,,
Boro,Rangpur,490320,353510,,1993-94,,,,,
Boro,Bandarban,6870,6330,,1994-95,,,,,
Boro,Chittagong,276670,269000,,1994-95,,,,,
Boro,Comilla,566320,570770,,1994-95,,,,,
Boro,Khagrachari,3830,2580,,1994-95,,,,,
Boro,Noakhali,215060,186040,,1994-95,,,,,
Boro,Rangamati,12650,11200,,1994-95,,,,,
Boro,Sylhet,746420,514610,,1994-95,,,,,
Boro,Dhaka,464590,481820,,1994-95,,,,,
Boro,Faridpur,199710,200400,,1994-95,,,,,
Boro,Jamalpur,263790,273810,,1994-95,,,,,
Boro,Kishoregonj,672500,634460,,1994-95,,,,,
Boro,Mymensingh,280890,256870,,1994-95,,,,,
Boro,Tangail,219040,242480,,1994-95,,,,,
Boro,Barisal,76400,65860,,1994-95,,,,,
Boro,Jessore,325530,364600,,1994-95,,,,,
Boro,Khulna,119980,114660,,1994-95,,,,,
Boro,Kushtia,77000,81130,,1994-95,,,,,
Boro,Patuakhali,19790,19530,,1994-95,,,,,
Boro,Bogra,473210,542040,,1994-95,,,,,
Boro,Dinajpur,268070,272140,,1994-95,,,,,
Boro,Pabna,230500,250320,,1994-95,,,,,
Boro,Rajshahi,507230,573420,,1994-95,,,,,
Boro,Rangpur,555840,610100,,1994-95,,,,,
Boro,Bandarban,8220,7810,,1995-96,,,,,
Boro,Chittagong,277930,300320,,1995-96,,,,,
Boro,Comilla,578250,613730,,1995-96,,,,,
Boro,Khagrachari,3680,3230,,1995-96,,,,,
Boro,Noakhali,231690,232540,,1995-96,,,,,
Boro,Rangamati,12390,12100,,1995-96,,,,,
Boro,Sylhet,776160,555980,,1995-96,,,,,
Boro,Dhaka,477460,535750,,1995-96,,,,,
Boro,Faridpur,203760,219870,,1995-96,,,,,
Boro,Jamalpur,270580,289150,,1995-96,,,,,
Boro,Kishoregonj,695230,723800,,1995-96,,,,,
Boro,Mymensingh,291940,289530,,1995-96,,,,,
Boro,Tangail,240270,260520,,1995-96,,,,,
Boro,Barisal,82120,77410,,1995-96,,,,,
Boro,Jessore,362610,424040,,1995-96,,,,,
Boro,Khulna,121880,120510,,1995-96,,,,,
Boro,Kushtia,85870,90690,,1995-96,,,,,
Boro,Patuakhali,21220,21500,,1995-96,,,,,
Boro,Bogra,473780,554670,,1995-96,,,,,
Boro,Dinajpur,282310,293840,,1995-96,,,,,
Boro,Pabna,244240,292220,,1995-96,,,,,
Boro,Rajshahi,535400,639420,,1995-96,,,,,
Boro,Rangpur,581360,662390,,1995-96,,,,,
Boro,Bandarban,8560,8040,,1996-97,,,,,
Boro,Chittagong,264100,251090,,1996-97,,,,,
Boro,Comilla,584280,636150,,1996-97,,,,,
Boro,Khagrachari,3660,3430,,1996-97,,,,,
Boro,Noakhali,230070,243810,,1996-97,,,,,
Boro,Rangamati,13490,13520,,1996-97,,,,,
Boro,Sylhet,731670,568630,,1996-97,,,,,
Boro,Dhaka,483470,552780,,1996-97,,,,,
Boro,Faridpur,200610,242950,,1996-97,,,,,
Boro,Jamalpur,278940,303470,,1996-97,,,,,
Boro,Kishoregonj,681350,727130,,1996-97,,,,,
Boro,Mymensingh,305960,332490,,1996-97,,,,,
Boro,Tangail,251910,283330,,1996-97,,,,,
Boro,Barisal,89200,88110,,1996-97,,,,,
Boro,Jessore,370730,447600,,1996-97,,,,,
Boro,Khulna,130690,134680,,1996-97,,,,,
Boro,Kushtia,89710,94650,,1996-97,,,,,
Boro,Patuakhali,22230,25860,,1996-97,,,,,
Boro,Bogra,478300,572570,,1996-97,,,,,
Boro,Dinajpur,271920,290350,,1996-97,,,,,
Boro,Pabna,250780,302060,,1996-97,,,,,
Boro,Rajshahi,540160,648810,,1996-97,,,,,
Boro,Rangpur,594270,688410,,1996-97,,,,,
Boro,Bandarban,9210,8880,,1997-98,,,,,
Boro,Chittagong,295450,289490,,1997-98,,,,,
Boro,Comilla,553210,638610,,1997-98,,,,,
Boro,Khagrachari,3990,3800,,1997-98,,,,,
Boro,Noakhali,247870,262710,,1997-98,,,,,
Boro,Rangamati,14600,14640,,1997-98,,,,,
Boro,Sylhet,732300,598200,,1997-98,,,,,
Boro,Dhaka,497840,608920,,1997-98,,,,,
Boro,Faridpur,209530,251600,,1997-98,,,,,
Boro,Jamalpur,292520,335780,,1997-98,,,,,
Boro,Kishoregonj,698400,806730,,1997-98,,,,,
Boro,Mymensingh,322650,381810,,1997-98,,,,,
Boro,Tangail,256470,301880,,1997-98,,,,,
Boro,Barisal,97140,95830,,1997-98,,,,,
Boro,Jessore,445950,593260,,1997-98,,,,,
Boro,Khulna,132150,138150,,1997-98,,,,,
Boro,Kushtia,111470,129900,,1997-98,,,,,
Boro,Patuakhali,24210,28510,,1997-98,,,,,
Boro,Bogra,491320,591810,,1997-98,,,,,
Boro,Dinajpur,281960,313190,,1997-98,,,,,
Boro,Pabna,253920,307110,,1997-98,,,,,
Boro,Rajshahi,549750,692760,,1997-98,,,,,
Boro,Rangpur,612520,751650,,1997-98,,,,,
Boro,Bandarban,9260,9270,,1998-99,,,,,
Boro,Chittagong,352130,376170,,1998-99,,,,,
Boro,Comilla,634390,802910,,1998-99,,,,,
Boro,Khagrachari,3790,4030,,1998-99,,,,,
Boro,Noakhali,251120,321060,,1998-99,,,,,
Boro,Rangamati,14050,13870,,1998-99,,,,,
Boro,Sylhet,831270,686350,,1998-99,,,,,
Boro,Dhaka,504440,678180,,1998-99,,,,,
Boro,Faridpur,248380,342800,,1998-99,,,,,
Boro,Jamalpur,366060,453480,,1998-99,,,,,
Boro,Kishoregonj,736950,835030,,1998-99,,,,,
Boro,Mymensingh,406950,492110,,1998-99,,,,,
Boro,Tangail,301880,304080,,1998-99,,,,,
Boro,Barisal,157880,194350,,1998-99,,,,,
Boro,Jessore,547570,732810,,1998-99,,,,,
Boro,Khulna,193360,214930,,1998-99,,,,,
Boro,Kushtia,124240,165940,,1998-99,,,,,
Boro,Patuakhali,13400,13660,,1998-99,,,,,
Boro,Bogra,571510,705100,,1998-99,,,,,
Boro,Dinajpur,463010,510360,,1998-99,,,,,
Boro,Pabna,349930,467500,,1998-99,,,,,
Boro,Rajshahi,688320,914820,,1998-99,,,,,
Boro,Rangpur,814880,1036030,,1998-99,,,,,
Boro,Bandarban,6920,7210,,1999-2000,,,,,
Boro,Chittagong,328010,362880,,1999-2000,,,,,
Boro,Comilla,658750,849410,,1999-2000,,,,,
Boro,Khagrachari,10110,10200,,1999-2000,,,,,
Boro,Noakhali,256650,326330,,1999-2000,,,,,
Boro,Rangamati,13110,12930,,1999-2000,,,,,
Boro,Sylhet,783590,709800,,1999-2000,,,,,
Boro,Dhaka,573180,736570,,1999-2000,,,,,
Boro,Faridpur,323200,456050,,1999-2000,,,,,
Boro,Jamalpur,349460,419870,,1999-2000,,,,,
Boro,Kishoregonj,791260,960670,,1999-2000,,,,,
Boro,Mymensingh,478340,602130,,1999-2000,,,,,
Boro,Tangail,323240,388080,,1999-2000,,,,,
Boro,Barisal,159660,206120,,1999-2000,,,,,
Boro,Jessore,616730,811770,,1999-2000,,,,,
Boro,Khulna,205900,234800,,1999-2000,,,,,
Boro,Kushtia,174110,242990,,1999-2000,,,,,
Boro,Patuakhali,3230,3730,,1999-2000,,,,,
Boro,Bogra,583460,708770,,1999-2000,,,,,
Boro,Dinajpur,493730,547180,,1999-2000,,,,,
Boro,Pabna,361850,458180,,1999-2000,,,,,
Boro,Rajshahi,728620,955430,,1999-2000,,,,,
Boro,Rangpur,801070,1015910,,1999-2000,,,,,
Boro,Bandarban,6190,6480,,2000-2001,,,,,
Boro,Chittagong,327860,360410,,2000-2001,,,,,
Boro,Comilla,675310,876830,,2000-2001,,,,,
Boro,Khagrachari,11170,10380,,2000-2001,,,,,
Boro,Noakhali,260080,322210,,2000-2001,,,,,
Boro,Rangamati,16620,16180,,2000-2001,,,,,
Boro,Sylhet,784310,837900,,2000-2001,,,,,
Boro,Dhaka,583020,809320,,2000-2001,,,,,
Boro,Faridpur,360090,533260,,2000-2001,,,,,
Boro,Jamalpur,356940,444880,,2000-2001,,,,,
Boro,Kishoregonj,675740,885010,,2000-2001,,,,,
Boro,Mymensingh,525980,698110,,2000-2001,,,,,
Boro,Tangail,345060,421440,,2000-2001,,,,,
Boro,Barisal,175530,226300,,2000-2001,,,,,
Boro,Jessore,633640,897400,,2000-2001,,,,,
Boro,Khulna,209550,246830,,2000-2001,,,,,
Boro,Kushtia,186780,257260,,2000-2001,,,,,
Boro,Patuakhali,2010,1420,,2000-2001,,,,,
Boro,Bogra,588200,719120,,2000-2001,,,,,
Boro,Dinajpur,492910,613610,,2000-2001,,,,,
Boro,Pabna,420910,572210,,2000-2001,,,,,
Boro,Rajshahi,796040,1061600,,2000-2001,,,,,
Boro,Rangpur,861950,1102780,,2000-2001,,,,,
Boro,Bandarban,6190,6720,,2001-02,,,,,
Boro,Chittagong,272930,307470,,2001-02,,,,,
Boro,Comilla,743890,965880,,2001-02,,,,,
Boro,Khagrachari,10940,11280,,2001-02,,,,,
Boro,Noakhali,271420,338390,,2001-02,,,,,
Boro,Rangamati,16090,15770,,2001-02,,,,,
Boro,Sylhet,840870,883100,,2001-02,,,,,
Boro,Dhaka,585640,849220,,2001-02,,,,,
Boro,Faridpur,344120,511820,,2001-02,,,,,
Boro,Jamalpur,369400,447960,,2001-02,,,,,
Boro,Kishoregonj,682230,843070,,2001-02,,,,,
Boro,Mymensingh,474150,622200,,2001-02,,,,,
Boro,Tangail,346470,486310,,2001-02,,,,,
Boro,Barisal,187570,215460,,2001-02,,,,,
Boro,Jessore,607260,866360,,2001-02,,,,,
Boro,Khulna,200670,218190,,2001-02,,,,,
Boro,Kushtia,187190,254060,,2001-02,,,,,
Boro,Patuakhali,2730,1810,,2001-02,,,,,
Boro,Bogra,603890,772260,,2001-02,,,,,
Boro,Dinajpur,497490,581610,,2001-02,,,,,
Boro,Pabna,407460,541710,,2001-02,,,,,
Boro,Rajshahi,804960,1054990,,2001-02,,,,,
Boro,Rangpur,855780,969860,,2001-02,,,,,
Boro,Bandarban,4660,5370,,2002-03,,,,,
Boro,Chittagong,276510,336580,,2002-03,,,,,
Boro,Comilla,819520,1031060,,2002-03,,,,,
Boro,Khagrachari,11010,11430,,2002-03,,,,,
Boro,Noakhali,280340,361020,,2002-03,,,,,
Boro,Rangamati,15810,16100,,2002-03,,,,,
Boro,Sylhet,812730,870680,,2002-03,,,,,
Boro,Dhaka,604270,863620,,2002-03,,,,,
Boro,Faridpur,363350,551160,,2002-03,,,,,
Boro,Jamalpur,376550,449090,,2002-03,,,,,
Boro,Kishoregonj,693540,857550,,2002-03,,,,,
Boro,Mymensingh,465660,628150,,2002-03,,,,,
Boro,Tangail,343500,506610,,2002-03,,,,,
Boro,Barisal,188410,218990,,2002-03,,,,,
Boro,Jessore,601870,866800,,2002-03,,,,,
Boro,Khulna,204420,240450,,2002-03,,,,,
Boro,Kushtia,186620,256630,,2002-03,,,,,
Boro,Patuakhali,2520,1510,,2002-03,,,,,
Boro,Bogra,651960,854410,,2002-03,,,,,
Boro,Dinajpur,487880,581670,,2002-03,,,,,
Boro,Pabna,420720,558960,,2002-03,,,,,
Boro,Rajshahi,840880,1121930,,2002-03,,,,,
Boro,Rangpur,848260,1032080,,2002-03,,,,,
Boro,Bandarban,4500,5200,,2003-04,,,,,
Boro,Chittagong,280980,322320,,2003-04,,,,,
Boro,Comilla,828660,1087310,,2003-04,,,,,
Boro,Khagrachari,12000,13580,,2003-04,,,,,
Boro,Noakhali,247180,309860,,2003-04,,,,,
Boro,Rangamati,17050,21960,,2003-04,,,,,
Boro,Sylhet,767150,759550,,2003-04,,,,,
Boro,Dhaka,597900,866170,,2003-04,,,,,
Boro,Faridpur,473970,737990,,2003-04,,,,,
Boro,Jamalpur,379810,503020,,2003-04,,,,,
Boro,Kishoregonj,602050,749790,,2003-04,,,,,
Boro,Mymensingh,476690,626800,,2003-04,,,,,
Boro,Tangail,348950,515620,,2003-04,,,,,
Boro,Barisal,187810,224590,,2003-04,,,,,
Boro,Jessore,667170,968640,,2003-04,,,,,
Boro,Khulna,294350,355860,,2003-04,,,,,
Boro,Kushtia,193550,286780,,2003-04,,,,,
Boro,Patuakhali,2120,1260,,2003-04,,,,,
Boro,Bogra,678480,908890,,2003-04,,,,,
Boro,Dinajpur,504990,640880,,2003-04,,,,,
Boro,Pabna,426900,582690,,2003-04,,,,,
Boro,Rajshahi,881360,1201000,,2003-04,,,,,
Boro,Rangpur,871190,1147470,,2003-04,,,,,
Boro,Bandarban,4699,5799,,2004-05,,,,,
Boro,Chittagong,273854,313277,,2004-05,,,,,
Boro,Comilla,832248,1157012,,2004-05,,,,,
Boro,Khagrachari,13070,15744,,2004-05,,,,,
Boro,Noakhali,249138,342958,,2004-05,,,,,
Boro,Rangamati,17120,21817,,2004-05,,,,,
Boro,Sylhet,878905,961232,,2004-05,,,,,
Boro,Dhaka,608500,938662,,2004-05,,,,,
Boro,Faridpur,459354,719617,,2004-05,,,,,
Boro,Jamalpur,381963,519782,,2004-05,,,,,
Boro,Kishoregonj,649351,902634,,2004-05,,,,,
Boro,Mymensingh,486507,651081,,2004-05,,,,,
Boro,Tangail,362201,532521,,2004-05,,,,,
Boro,Barisal,220955,281120,,2004-05,,,,,
Boro,Jessore,667629,1008922,,2004-05,,,,,
Boro,Khulna,270302,334953,,2004-05,,,,,
Boro,Kushtia,202920,301038,,2004-05,,,,,
Boro,Patuakhali,2038,1437,,2004-05,,,,,
Boro,Bogra,661263,901785,,2004-05,,,,,
Boro,Dinajpur,557836,764233,,2004-05,,,,,
Boro,Pabna,444306,657656,,2004-05,,,,,
Boro,Rajshahi,886941,1274843,,2004-05,,,,,
Boro,Rangpur,910930,1228937,,2004-05,,,,,
Boro,Bandarban,4650,5023,,2005-06,,,,,
Boro,Chittagong,288450,333753,,2005-06,,,,,
Boro,Comilla,802980,1147205,,2005-06,,,,,
Boro,Khagrachari,13130,15762,,2005-06,,,,,
Boro,Noakhali,225865,294267,,2005-06,,,,,
Boro,Rangamati,17345,19630,,2005-06,,,,,
Boro,Sylhet,862160,934297,,2005-06,,,,,
Boro,Dhaka,597595,862236,,2005-06,,,,,
Boro,Faridpur,469215,745974,,2005-06,,,,,
Boro,Jamalpur,391615,543871,,2005-06,,,,,
Boro,Kishoregonj,712655,1029226,,2005-06,,,,,
Boro,Mymensingh,488850,637748,,2005-06,,,,,
Boro,Tangail,367250,552594,,2005-06,,,,,
Boro,Barisal,237600,312835,,2005-06,,,,,
Boro,Jessore,676805,1008640,,2005-06,,,,,
